20	61031539	61267733	fix-patch
21	15796462	15847792	novel-patch
21	23474793	23669288	novel-patch
21	34141390	34210247	novel-patch
21	34777735	34884866	novel-patch
21	45916561	46223846	fix-patch
22	16050001	16087693	fix-patch
22	16656462	16697850	fix-patch
22	16847851	16884805	fix-patch
22	19134297	19346604	fix-patch
22	39280299	39407165	novel-patch
22	42473660	42648568	novel-patch
22	42473660	42648568	novel-patch
22	51203354	51244566	fix-patch
X	60001	2699520	PAR
X	803878	1227822	fix-patch
X	36202464	37669766	fix-patch
X	36202464	37669766	fix-patch
X	45534581	45805400	fix-patch
X	46609875	47079810	fix-patch
X	47619971	54424077	fix-patch
X	47619971	54424077	fix-patch
X	62203738	63086230	fix-patch
X	71530834	72366730	fix-patch
X	75200416	77450502	fix-patch
X	75200416	77450502	fix-patch
X	100573313	100962928	fix-patch
X	101383115	101773566	fix-patch
X	103118514	103552339	fix-patch
X	104423968	104489003	fix-patch
X	112661943	115918761	fix-patch
X	112661943	115918761	fix-patch
X	112661943	115918761	fix-patch
X	112661943	115918761	fix-patch
X	119081534	119495352	fix-patch
X	134202887	135196638	fix-patch
X	139986363	140891303	fix-patch
X	142299066	150174083	fix-patch
X	142299066	150174083	fix-patch
X	151734490	154906585	fix-patch
X	154931044	155260560	PAR
Y	10001	2649520	PAR
Y	59034050	59363566	PAR
